,section,idx_in_section_type,seg_half_seg_RA,L,seg,pseg,Section_L,Section_diam,Distance,p0_0,p0_1,p0_2,pc_0,pc_1,pc_2,p1_0,p1_1,p1_2,r,dl_0,dl_1,dl_2
29,dend,6,68.83613010386831,19.041740718656108,L5PCtemplate[0].dend[6](0.642857),L5PCtemplate[0].dend[6](0.5),133.29218503059275,0.5799999833106994,109.88871146406075,139.49686149058093,28.950000762939453,-48.57021572445543,148.40295462649934,29.692423750391782,-47.16958412578186,153.99228802572452,33.371078328379404,-41.19619519858033,0.2098240019848779,14.495426535143594,4.421077565439951,7.374020525875103
30,dend,6,144.14208489210702,19.041740718656108,L5PCtemplate[0].dend[6](0.785714),L5PCtemplate[0].dend[6](0.642857),133.29218503059275,0.5799999833106994,128.93045218271683,153.99228802572452,33.371078328379404,-41.19619519858034,157.68999644004694,37.46501885361116,-33.83584439630457,163.84944600338278,43.08917365128936,-31.2812280153829,0.14499999582767495,9.857157977658261,9.718095322909953,9.91496718319744
31,dend,6,144.1420848921075,19.041740718656108,L5PCtemplate[0].dend[6](0.928571),L5PCtemplate[0].dend[6](0.785714),133.29218503059275,0.5799999833106994,147.97219290137295,163.84944600338278,43.08917365128936,-31.2812280153829,169.27841722986102,48.955296720778705,-27.04235209737432,175.02999877929688,53.830001831054695,-24.049999237060547,0.1449999958276747,11.180552775914094,10.740828179765337,7.231228778322354
32,dend,7,12.3168923441285,27.13790848912385,L5PCtemplate[0].dend[7](0.5),L5PCtemplate[0].soma[0](0.5),27.13790848912385,1.184343485564353,13.568954244561924,54.86000061035156,18.700000762939453,-54.25,62.535417692873295,18.31207386829412,-64.32971194917653,73.83000183105469,18.059999465942383,-70.8499984741211,0.5921717427821765,18.970001220703125,-0.6400012969970703,-16.599998474121094
33,dend,8,31.15550876220887,16.46306476701406,L5PCtemplate[0].dend[8](0.5),L5PCtemplate[0].dend[7](1),16.46306476701406,0.5799999833106995,35.369440872630875,73.83000183105469,18.059999465942383,-70.8499984741211,76.35290511798098,15.820918634405288,-77.95040573566132,78.47000122070312,11.819999694824219,-84.43000030517578,0.28999999165534973,4.6399993896484375,-6.239999771118164,-13.580001831054688
34,dend,9,120.71687401994562,15.947177517066333,L5PCtemplate[0].dend[9](0.5),L5PCtemplate[0].dend[8](1),15.947177517066333,0.28999999165534973,51.57456201467107,78.47000122070312,11.819999694824219,-84.43000030517578,82.6187833148423,9.08833670208601,-89.65109545573287,85.4800033569336,8.300000190734863,-97.05000305175781,0.14499999582767487,7.010002136230469,-3.5199995040893555,-12.620002746582031
35,dend,10,75.43607559765145,23.450676162709815,L5PCtemplate[0].dend[10](0.166667),L5PCtemplate[0].dend[8](1),70.35202848812945,0.2899999916553498,55.32631133749281,78.47000122070312,11.819999694824219,-84.43000030517578,79.05999755859375,1.3961975448277582,-87.7898726631801,77.53606031486156,-9.285947148938622,-90.24249146477159,0.2224324815250463,-0.9339409058415669,-21.10594684376284,-5.812491159595808
36,dend,10,177.51682496710282,23.450676162709815,L5PCtemplate[0].dend[10](0.5),L5PCtemplate[0].dend[10](0.166667),70.35202848812945,0.2899999916553498,78.77698750020264,77.53606031486156,-9.285947148938623,-90.24249146477159,77.10782162290396,-19.946126728028794,-93.7623620993983,78.46358078323917,-29.42018482399416,-99.69394157156027,0.1449999958276749,0.9275204683776082,-20.134237675055537,-9.451450106788684
37,dend,10,177.51682496710282,23.450676162709815,L5PCtemplate[0].dend[10](0.833333),L5PCtemplate[0].dend[10](0.5),70.35202848812945,0.2899999916553498,102.22766366291245,78.46358078323918,-29.420184823994163,-99.69394157156029,79.49532924963049,-37.48635489628602,-107.38314171698664,82.55999755859375,-45.81999969482422,-114.55000305175781,0.1449999958276749,4.0964167753545695,-16.399814870830056,-14.856061480197525
38,dend,11,6.641999141640602,8.079491562782842,L5PCtemplate[0].dend[11](0.5),L5PCtemplate[0].dend[7](1),8.079491562782842,0.8799999952316284,31.17765427051527,73.83000183105469,18.059999465942383,-70.8499984741211,76.6268876694914,18.059999465942383,-67.93504125573487,79.95999908447266,18.700000762939453,-67.8499984741211,0.4399999976158142,6.129997253417969,0.6400012969970703,3.0
39,dend,12,22.93874550396517,27.903255752955637,L5PCtemplate[0].dend[12](0.5),L5PCtemplate[0].dend[11](1),27.903255752955637,0.8799999952316286,49.16902792838451,79.95999908447266,18.700000762939453,-67.8499984741211,91.23227031325686,12.387172843305441,-70.15956716447248,99.80000305175781,4.2899999618530265,-76.16999816894531,0.4399999976158143,19.840003967285156,-14.410000801086426,-8.319999694824219
40,dend,13,80.4423285634333,21.06567240652129,L5PCtemplate[0].dend[13](0.0714286),L5PCtemplate[0].dend[12](1),147.45970684564904,0.2899999916553498,73.65349200812297,99.80000305175781,4.289999961853027,-76.16999816894531,107.98409903883045,2.1718242178852813,-79.67941856013303,114.11081917744161,-0.5461995257354708,-82.87314662995055,0.20415283353861594,14.3108161256838,-4.836199487588498,-6.703148461005242
41,dend,13,159.46283405461747,21.06567240652129,L5PCtemplate[0].dend[13](0.214286),L5PCtemplate[0].dend[13](0.0714286),147.45970684564904,0.2899999916553498,94.71916441464427,114.11081917744161,-0.5461995257354691,-82.87314662995055,121.14979062236243,-3.601900953817267,-89.36141601196134,129.00878232690462,-8.315529437622208,-94.14250500398191,0.14499999582767487,14.89796314946301,-7.769329911886739,-11.269358374031356
42,dend,13,159.46283405461753,21.06567240652129,L5PCtemplate[0].dend[13](0.357143),L5PCtemplate[0].dend[13](0.214286),147.45970684564904,0.2899999916553498,115.78483682116556,129.00878232690462,-8.315529437622214,-94.14250500398191,135.42764785001003,-16.008384690397527,-96.47970971806012,143.11721068389906,-21.990490429784384,-100.14580554790541,0.14499999582767484,14.108428356994438,-13.67496099216217,-6.003300543923501
43,dend,13,159.46283405461742,21.06567240652129,L5PCtemplate[0].dend[13](0.5),L5PCtemplate[0].dend[13](0.357143),147.45970684564904,0.2899999916553498,136.85050922768684,143.11721068389906,-21.990490429784384,-100.14580554790541,152.9960135649798,-24.0,-102.18414451164996,161.68853809112807,-27.808354463385466,-100.5887466001967,0.1449999958276749,18.571327407229006,-5.817864033601083,-0.4429410522912889
44,dend,13,159.46283405461753,21.06567240652129,L5PCtemplate[0].dend[13](0.642857),L5PCtemplate[0].dend[13](0.5),147.45970684564904,0.2899999916553498,157.91618163420813,161.68853809112807,-27.80835446338547,-100.58874660019669,169.2935990213768,-31.551673783163444,-95.21670677420522,177.58360605341053,-36.608608144449704,-94.15733861008206,0.14499999582767484,15.895067962282468,-8.800253681064234,6.4314079901146215
45,dend,13,159.46283405461753,21.06567240652129,L5PCtemplate[0].dend[13](0.785714),L5PCtemplate[0].dend[13](0.642857),147.45970684564904,0.2899999916553498,178.98185404072942,177.58360605341053,-36.608608144449704,-94.15733861008206,183.8169393478873,-41.85022478496804,-95.60440587961415,186.0602344311266,-44.25357794658534,-105.43518779509753,0.14499999582767484,8.476628377716054,-7.644969802135634,-11.27784918501547
46,dend,13,159.46283405461733,21.06567240652129,L5PCtemplate[0].dend[13](0.928571),L5PCtemplate[0].dend[13](0.785714),147.45970684564904,0.2899999916553498,200.0475264472507,186.06023443112662,-44.253577946585345,-105.43518779509755,190.90280423638805,-48.42315363299128,-113.38108317886898,195.10000610351562,-51.540000915527344,-122.37999725341797,0.14499999582767492,9.039771672389008,-7.286422968941999,-16.94480945832042
47,dend,14,35.66936064812444,18.84825566579584,L5PCtemplate[0].dend[14](0.0714286),L5PCtemplate[0].dend[12](1),131.93778966057087,0.5799999833106992,72.54478363776025,99.80000305175781,4.289999961853029,-76.16999816894531,104.63007749807875,-1.9674540139921435,-73.71128983441348,109.47515478690372,-8.907924939783504,-71.2521468801679,0.28999999165534973,9.675151735145903,-13.197924901636533,4.917851288777413
48,dend,14,35.66936064812444,18.84825566579584,L5PCtemplate[0].dend[14](0.214286),L5PCtemplate[0].dend[14](0.0714286),131.93778966057087,0.5799999833106992,91.39303930355608,109.47515478690372,-8.9079249397835,-71.2521468801679,113.18018831559854,-15.236844512410789,-65.52236676622681,118.01258503144687,-22.050603624723134,-62.56693310570573,0.28999999165534973,8.53743024454316,-13.142678684939634,8.68521377446217
49,dend,14,35.66936064812441,18.84825566579584,L5PCtemplate[0].dend[14](0.357143),L5PCtemplate[0].dend[14](0.214286),131.93778966057087,0.5799999833106992,110.24129496935191,118.01258503144687,-22.050603624723134,-62.56693310570573,124.24926987438474,-26.405203540019997,-66.98530341237081,130.70929231049038,-31.73652378433639,-68.26839676036461,0.28999999165534984,12.696707279043508,-9.685920159613257,-5.70146365465888
50,dend,14,35.669360648124474,18.84825566579584,L5PCtemplate[0].dend[14](0.5),L5PCtemplate[0].dend[14](0.357143),131.93778966057087,0.5799999833106992,129.08955063514776,130.70929231049038,-31.73652378433639,-68.26839676036461,137.3530331028899,-33.81556419128791,-62.81503373017868,144.35606664046662,-39.91010796342413,-61.64092582202399,0.2899999916553496,13.646774329976239,-8.17358417908774,6.627470938340622
51,dend,14,37.03655578620864,18.84825566579584,L5PCtemplate[0].dend[14](0.642857),L5PCtemplate[0].dend[14](0.5),131.93778966057087,0.5799999833106992,147.9378063009436,144.35606664046662,-39.91010796342413,-61.64092582202399,150.54919889351746,-44.22312375838725,-65.09144884245119,157.17189886773872,-48.18310448282706,-59.78672866674669,0.28459702211927335,12.815832227272097,-8.27299651940293,1.8541971552772978
52,dend,14,139.0007383877322,18.84825566579584,L5PCtemplate[0].dend[14](0.785714),L5PCtemplate[0].dend[14](0.642857),131.93778966057087,0.5799999833106992,166.78606196673942,157.1718988677387,-48.183104482827055,-59.7867286667467,162.7100067138672,-51.73794589066282,-54.14535457775532,161.0148759614973,-58.061092428971854,-48.597015288307894,0.146905174785057,3.8429770937586056,-9.877987946144799,11.189713378438803
53,dend,14,142.6774425924981,18.84825566579584,L5PCtemplate[0].dend[14](0.928571),L5PCtemplate[0].dend[14](0.785714),131.93778966057087,0.5799999833106992,185.63431763253527,161.0148759614973,-58.061092428971854,-48.597015288307894,162.92522292989452,-63.30748709974725,-41.98118881322482,163.8800048828125,-69.79000091552734,-36.58000183105469,0.1449999958276747,2.865128921315204,-11.72890848655549,12.017013457253206
54,dend,15,27.978101468720347,14.784072378761506,L5PCtemplate[0].dend[15](0.166667),L5PCtemplate[0].dend[11](1),44.352217136284516,0.4297295633154905,42.60943624128744,79.95999908447266,18.700000762939453,-67.8499984741211,83.7879126874204,21.98366877840593,-71.20401339638615,86.81929085359916,25.16663841833966,-74.12318463291668,0.28999999165534973,6.8592917691265,6.466637655400206,-6.273186158795582
55,dend,15,50.96637424234605,14.784072378761506,L5PCtemplate[0].dend[15](0.5),L5PCtemplate[0].dend[15](0.166667),44.352217136284516,0.4297295633154905,57.39350862004895,86.81929085359916,25.16663841833966,-74.12318463291668,90.64069336151837,28.638907446072803,-79.18310719234843,94.09040887140806,33.09384031099313,-83.15545622952158,0.21486478165774525,7.271118017808902,7.927201892653471,-9.0322715966049
56,dend,15,111.91240587488143,14.784072378761506,L5PCtemplate[0].dend[15](0.833333),L5PCtemplate[0].dend[15](0.5),44.352217136284516,0.4297295633154905,72.17758099881046,94.09040887140806,33.09384031099313,-83.15545622952158,99.8408584618693,35.9807552251552,-85.74873241487767,104.76000213623047,39.5099983215332,-89.97000122070312,0.14499999582767484,10.66959326482241,6.416158010540073,-6.814544991181549
57,dend,16,3.23929351319808,10.846157648977908,L5PCtemplate[0].dend[16](0.5),L5PCtemplate[0].soma[0](0.5),10.846157648977908,1.4600000381469729,5.423078824488954,56.2599983215332,15.850000381469727,-50.25,59.59626920679944,14.783829361767586,-46.11830833440968,63.84000015258789,12.970000267028809,-43.81999969482422,0.7300000190734864,7.5800018310546875,-2.880000114440918,6.430000305175781
58,dend,17,3.3011688653750135,7.098381050114419,L5PCtemplate[0].dend[17](0.5),L5PCtemplate[0].dend[16](1),7.098381050114419,1.1699999570846558,14.395348174035117,63.84000015258789,12.970000267028809,-43.81999969482422,66.68652755027075,11.138641988015193,-43.04425936902061,69.55999755859375,10.989999771118164,-41.93000030517578,0.5849999785423279,5.719997406005859,-1.9800004959106445,1.8899993896484375
59,dend,18,27.605926440142596,39.91103854727213,L5PCtemplate[0].dend[18](0.5),L5PCtemplate[0].dend[17](1),39.91103854727213,0.9593684073476552,37.90005797272839,69.55999755859375,10.989999771118164,-41.93000030517578,67.66177867604428,8.55405129857151,-24.289709887244786,63.63999938964844,5.869999885559082,-7.250000000000002,0.4796842036738276,-5.9199981689453125,-5.119999885559082,34.68000030517578
60,dend,19,55.42931213546081,29.2897273044702,L5PCtemplate[0].dend[19](0.5),L5PCtemplate[0].dend[18](1),29.2897273044702,0.5799999833106995,72.50044089859955,63.63999938964844,5.869999885559082,-7.25,54.7943477767766,10.910948715802858,0.5837399898595923,48.16999816894531,13.550000190734863,7.630000114440918,0.28999999165534973,-15.470001220703125,7.680000305175781,14.880000114440918
61,dend,20,3.3035539772335647,1.7456502958633486,L5PCtemplate[0].dend[20](0.5),L5PCtemplate[0].dend[18](1),1.7456502958633486,0.5799999833106995,58.728402394296126,63.63999938964844,5.869999885559082,-7.25,64.2249984741211,5.230000019073486,-7.349999904632568,64.80999755859375,4.590000152587891,-7.449999809265137,0.28999999165534973,1.1699981689453125,-1.2799997329711914,-0.19999980926513672
62,dend,21,147.5914251327286,24.263218349414103,L5PCtemplate[0].dend[21](0.5),L5PCtemplate[0].dend[20](1),24.263218349414103,0.32350701437650475,71.73283671693486,64.80999755859375,4.590000152587891,-7.449999809265137,66.56956508799658,-0.2939006835687138,-0.35876078429479125,70.3499984741211,-5.019999980926515,6.730000019073486,0.16175350718825238,5.540000915527344,-9.610000133514404,14.179999828338623
63,dend,22,67.57674007983901,15.001345697067526,L5PCtemplate[0].dend[22](0.166667),L5PCtemplate[0].dend[20](1),45.00403709120258,0.2899999916553496,67.10190039076156,64.80999755859375,4.590000152587891,-7.449999809265137,69.86037997609712,6.0044873364511995,-5.942744599418938,76.31726233350417,8.358982780930841,-3.530832791662399,0.18796481288283587,11.507264774910425,3.7689826283429504,3.919167017602738
64,dend,22,113.55712048132354,15.001345697067526,L5PCtemplate[0].dend[22](0.5),L5PCtemplate[0].dend[22](0.166667),45.00403709120258,0.2899999916553496,82.10324608782909,76.31726233350417,8.358982780930841,-3.530832791662399,83.07044186528425,8.75,-0.7439768488101486,85.72547996402602,10.781405682034396,4.432810775438684,0.1449999958276748,9.408217630521847,2.4224229011035554,7.963643567101083
65,dend,22,113.55712048132344,15.001345697067526,L5PCtemplate[0].dend[22](0.833333),L5PCtemplate[0].dend[22](0.5),45.00403709120258,0.2899999916553496,97.10459178489663,85.72547996402602,10.781405682034396,4.432810775438684,89.59712662455426,14.505767682783706,8.394929382900225,96.02999877929688,18.040000915527344,9.899999618530273,0.14499999582767487,10.304518815270853,7.258595233492947,5.46718884309159
66,dend,23,36.57243273584649,4.8313633185460665,L5PCtemplate[0].dend[23](0.5),L5PCtemplate[0].dend[22](1),4.8313633185460665,0.28999999165534973,107.02094629270343,96.02999877929688,18.040000915527344,9.899999618530273,96.01443752928094,20.2456577539653,10.325853198245294,96.31999969482422,22.200000762939453,11.649999618530273,0.14499999582767487,0.29000091552734375,4.159999847412109,1.75
67,dend,24,108.66719978030484,14.35536779135539,L5PCtemplate[0].dend[24](0.5),L5PCtemplate[0].dend[22](1),14.35536779135539,0.2899999916553498,111.78294852910807,96.02999877929688,18.040000915527344,9.899999618530273,99.3554519436775,14.607578888800466,6.606726973658012,102.73999786376953,10.989999771118164,1.8999999761581423,0.1449999958276749,6.709999084472656,-7.05000114440918,-7.999999642372131
68,dend,25,13.04527930451394,28.050780552267245,L5PCtemplate[0].dend[25](0.5),L5PCtemplate[0].dend[17](1),28.050780552267245,1.1699999570846558,31.969928975225947,69.55999755859375,10.989999771118164,-41.93000030517578,71.56329471133351,1.1113676530317909,-35.95427472273914,74.2300033569336,-9.500000000000002,-29.100000381469727,0.5849999785423279,4.670005798339844,-20.489999771118164,12.829999923706055
