,delta_active,delta_passive,theta_active,theta_passive,alpha_active,alpha_passive,beta_active,beta_passive,25_active,25_passive,gamma_active,gamma_passive
361,0.5034066540509754,0.6195601970201736,0.5559467048623548,0.5989379442936358,0.5408273762410962,0.5446062830350323,0.4833603711155383,0.47974414227791606,0.315452315033348,0.31303216822541563,0.27323297166127675,0.27150086649018346
362,0.2537887089706891,0.37272226394585617,0.3032781220594163,0.35047048675273823,0.2975710370750998,0.29875701473693295,0.25329311928839904,0.24654957522375023,0.14276984239403617,0.13980566091276087,0.11894661647298778,0.1170218549678373
363,0.1705073886379723,0.2679614421780248,0.20965551233444582,0.24824512292188597,0.2058928574316134,0.2052644169936415,0.17141319211691108,0.16502918724314003,0.09166904772601918,0.08936257526959807,0.0754727608019996,0.07402424947353954
364,0.12764531810967572,0.20840697499412156,0.15948151344999043,0.19129830517509738,0.15664785523408153,0.15541006305591967,0.12878804598124582,0.12321778056330278,0.06705553575544562,0.06522785514403155,0.054898187466728914,0.053768307012718515
365,0.08392489004202178,0.14306379531119987,0.10678779278978062,0.12991603268540114,0.10493378394259364,0.10351110348233696,0.08511407745143935,0.08089080459233541,0.043136529240495415,0.041874421372269106,0.03512268590630596,0.03435401310802323
366,0.060867789416421285,0.10652424519055226,0.07834326720774239,0.09612925826444511,0.07704402510807085,0.07576415211954511,0.062038159394548965,0.05875244806955057,0.031001865962625115,0.03006424757749268,0.02517090491117381,0.02460402016631906
367,0.4699098385077905,0.5904523330534365,0.5242627545926831,0.5683836469344459,0.5084212434283703,0.5114654268992244,0.4497489839809009,0.4455616508810916,0.28637131972447727,0.2839245414754,0.24665702886807409,0.24492785740829764
368,0.44677146136823687,0.5698706691416343,0.5021400557504032,0.546852330517536,0.4858858064760239,0.4883981735522703,0.4267127410437916,0.4221686817779454,0.2672262225728959,0.2647808681320351,0.22931196637164053,0.22759745396845135
369,0.4255615516241438,0.5506082367128381,0.4816638932706177,0.5267598961870923,0.4650846291336053,0.4670919691219745,0.4056924438874842,0.4008507371625331,0.250286440784455,0.24785650842318793,0.21406617713347906,0.21237420899149936
370,0.4057745986283306,0.5323024941616139,0.4623990812880329,0.5077274595441588,0.4455856875067999,0.4471206788221889,0.3862127085968001,0.3811260228603428,0.23502758800945311,0.23262394051445326,0.20041421835431364,0.19875070678520412
371,0.38724674667462183,0.5148744864034234,0.44422496548215107,0.4896714501534923,0.4272718145772448,0.42837476964401794,0.3681234960524326,0.3628411441939284,0.22122534145292772,0.21885620641794123,0.18813092545899102,0.18650003676602211
372,0.36983775327074625,0.49825339286263215,0.42703575232000446,0.47251578672004385,0.4100374938149347,0.41075297181343184,0.3512896103115815,0.34585672926977634,0.2086890496363756,0.20636048394839196,0.1770274231613328,0.17543193382252717
373,0.3534269761352637,0.48237550865308493,0.4107383178687543,0.4561911891976294,0.3937877682121222,0.3941622347325458,0.3355898047050995,0.3300470909628533,0.19725679002019506,0.1949731019331217,0.16694517415336366,0.16538677692218298
