Time	Vm
9.999999999996382485e+02	5.536196489768485662e-02
1.000099999999638158e+03	5.533582861328056879e-02
1.000199999999638067e+03	5.530970156830505857e-02
1.000299999999637976e+03	5.528361536971715395e-02
1.000399999999637885e+03	5.525768195070668298e-02
1.000499999999637794e+03	5.523218287343922839e-02
1.000599999999637703e+03	5.520768337656534186e-02
1.000699999999637612e+03	5.518514812757757682e-02
1.000799999999637521e+03	5.516603301278166782e-02
1.000899999999637430e+03	5.515233363793470289e-02
1.000999999999637339e+03	5.514658225617097287e-02
1.001099999999637248e+03	5.515179584598683959e-02
1.001199999999637157e+03	5.517138593992854112e-02
1.001299999999637066e+03	5.520904455950415013e-02
1.001399999999636975e+03	5.526862076644079025e-02
1.001499999999636884e+03	5.535400010816715621e-02
1.001599999999636793e+03	5.546899566439833507e-02
1.001699999999636702e+03	5.561725548542995057e-02
1.001799999999636611e+03	5.580218794109725877e-02
1.001899999999636520e+03	5.602690444376889900e-02
1.001999999999636429e+03	5.629417810887105134e-02
1.002099999999636339e+03	5.660641671823896104e-02
1.002199999999636248e+03	5.696564839260531699e-02
1.002299999999636157e+03	5.737351839735538306e-02
1.002399999999636066e+03	5.783129544734322280e-02
1.002499999999635975e+03	5.833988579365723126e-02
1.002599999999635884e+03	5.889985333999447903e-02
1.002699999999635793e+03	5.951144408791719798e-02
1.002799999999635702e+03	6.017461335112272991e-02
1.002899999999635611e+03	6.088905438666358805e-02
1.002999999999635520e+03	6.165422733390357735e-02
1.003099999999635429e+03	6.246938759936426777e-02
1.003199999999635338e+03	6.333361305711093792e-02
1.003299999999635247e+03	6.424582963491332066e-02
1.003399999999635156e+03	6.520483502229978967e-02
1.003499999999635065e+03	6.620932036715032609e-02
1.003599999999634974e+03	6.725788992514480924e-02
1.003699999999634883e+03	6.834907869719586415e-02
1.003799999999634792e+03	6.948136813801397693e-02
1.003899999999634701e+03	7.065320005003172810e-02
1.003999999999634611e+03	7.186298879398123063e-02
1.004099999999634520e+03	7.310913195594537228e-02
1.004199999999634429e+03	7.439001961130031759e-02
1.004299999999634338e+03	7.570404232305349979e-02
1.004399999999634247e+03	7.704959800499011635e-02
1.004499999999634156e+03	7.842509777245254554e-02
1.004599999999634065e+03	7.982897089365792453e-02
1.004699999999633974e+03	8.125966894567682175e-02
1.004799999999633883e+03	8.271566926902096384e-02
1.004899999999633792e+03	8.419547780620462163e-02
1.004999999999633701e+03	8.569763140074826424e-02
1.005099999999633610e+03	8.722069962495027085e-02
1.005199999999633519e+03	8.876328619776074902e-02
1.005299999999633428e+03	9.032403004677291847e-02
1.005399999999633337e+03	9.190160606269159871e-02
1.005499999999633246e+03	9.349472558861293692e-02
1.005599999999633155e+03	9.510213668205835802e-02
1.005699999999633064e+03	9.672262418247612459e-02
1.005799999999632973e+03	9.835500961355592153e-02
1.005899999999632882e+03	9.999815094592179321e-02
1.005999999999632792e+03	1.016509422424292097e-01
1.006099999999632701e+03	1.033123132056914528e-01
1.006199999999632610e+03	1.049812286448883469e-01
1.006299999999632519e+03	1.066566878767218896e-01
1.006399999999632428e+03	1.083377240733796043e-01
1.006499999999632337e+03	1.100234035686753487e-01
1.006599999999632246e+03	1.117128251320025356e-01
1.006699999999632155e+03	1.134051192184841739e-01
1.006799999999632064e+03	1.150994472023398885e-01
1.006899999999631973e+03	1.167950005997226981e-01
1.006999999999631882e+03	1.184910002860988243e-01
1.007099999999631791e+03	1.201866957126469515e-01
1.007199999999631700e+03	1.218813641254001823e-01
1.007299999999631609e+03	1.235743097902286536e-01
1.007399999999631518e+03	1.252648632262634010e-01
1.007499999999631427e+03	1.269523804499499420e-01
1.007599999999631336e+03	1.286362422313658271e-01
1.007699999999631245e+03	1.303158533643369310e-01
1.007799999999631154e+03	1.319906419513188212e-01
1.007899999999631063e+03	1.336600587040521759e-01
1.007999999999630973e+03	1.353235762604469983e-01
1.008099999999630882e+03	1.369806885183777467e-01
1.008199999999630791e+03	1.386309099863467509e-01
1.008299999999630700e+03	1.402737751515559239e-01
1.008399999999630609e+03	1.419088378650883442e-01
1.008499999999630518e+03	1.435356707443418145e-01
1.008599999999630427e+03	1.451538645925580795e-01
1.008699999999630336e+03	1.467630278351208517e-01
1.008799999999630245e+03	1.483627859725515918e-01
1.008899999999630154e+03	1.499527810497340852e-01
1.008999999999630063e+03	1.515326711411830729e-01
1.009099999999629972e+03	1.531021298518311369e-01
1.009199999999629881e+03	1.546608458331633074e-01
1.009299999999629790e+03	1.562085223140883272e-01
1.009399999999629699e+03	1.577448766462907770e-01
1.009499999999629608e+03	1.592696398635951027e-01
1.009599999999629517e+03	1.607825562549152210e-01
1.009699999999629426e+03	1.622833829504486403e-01
1.009799999999629335e+03	1.637718895205750869e-01
1.009899999999629244e+03	1.652478575872180500e-01
1.009999999999629154e+03	1.667110804471434449e-01
1.010099999999629063e+03	1.681613627068259120e-01
1.010199999999628972e+03	1.695985199285559020e-01
1.010299999999628881e+03	1.710223782873470100e-01
1.010399999999628790e+03	1.724327742383451323e-01
1.010499999999628699e+03	1.738295541942989075e-01
1.010599999999628608e+03	1.752125742128498587e-01
1.010699999999628517e+03	1.765816996932585425e-01
1.010799999999628426e+03	1.779368050821830138e-01
1.010899999999628335e+03	1.792777735883390733e-01
1.010999999999628244e+03	1.806044969056728178e-01
1.011099999999628153e+03	1.819168749446617994e-01
1.011199999999628062e+03	1.832148155716453175e-01
1.011299999999627971e+03	1.844982343558285720e-01
1.011399999999627880e+03	1.857670543236480398e-01
1.011499999999627789e+03	1.870212057203417544e-01
1.011599999999627698e+03	1.882606257784686932e-01
1.011699999999627607e+03	1.894852584930788453e-01
1.011799999999627516e+03	1.906950544034344830e-01
1.011899999999627425e+03	1.918899703809131552e-01
1.011999999999627335e+03	1.930699694230497698e-01
1.012099999999627244e+03	1.942350204534477598e-01
1.012199999999627153e+03	1.953850981273319576e-01
1.012299999999627062e+03	1.965201826426437037e-01
1.012399999999626971e+03	1.976402595564081821e-01
1.012499999999626880e+03	1.987453196063455607e-01
1.012599999999626789e+03	1.998353585374559316e-01
1.012699999999626698e+03	2.009103769333648870e-01
1.012799999999626607e+03	2.019703800525292081e-01
1.012899999999626516e+03	2.030153776688763401e-01
1.012999999999626425e+03	2.040453839168918648e-01
1.013099999999626334e+03	2.050604171409986520e-01
1.013199999999626243e+03	2.060604997491424228e-01
1.013299999999626152e+03	2.070456580703279315e-01
1.013399999999626061e+03	2.080159222161341859e-01
1.013499999999625970e+03	2.089713259460239669e-01
1.013599999999625879e+03	2.099119065363623804e-01
1.013699999999625788e+03	2.108377046529454901e-01
1.013799999999625697e+03	2.117487642271527193e-01
1.013899999999625607e+03	2.126451323353819589e-01
1.013999999999625516e+03	2.135268590817958057e-01
1.014099999999625425e+03	2.143939974843220853e-01
1.014199999999625334e+03	2.152466033637097098e-01
1.014299999999625243e+03	2.160847352356256579e-01
1.014399999999625152e+03	2.169084542057362341e-01
1.014499999999625061e+03	2.177178238676020783e-01
1.014599999999624970e+03	2.185129102034011339e-01
1.014699999999624879e+03	2.192937814873090474e-01
1.014799999999624788e+03	2.200605081916080508e-01
1.014899999999624697e+03	2.208131628952969550e-01
1.014999999999624606e+03	2.215518201951738320e-01
1.015099999999624515e+03	2.222765566195050724e-01
1.015199999999624424e+03	2.229874505438402821e-01
1.015299999999624333e+03	2.236845821093709219e-01
1.015399999999624242e+03	2.243680331433353103e-01
1.015499999999624151e+03	2.250378870818110499e-01
1.015599999999624060e+03	2.256942288944543407e-01
1.015699999999623969e+03	2.263371450114277650e-01
1.015799999999623878e+03	2.269667232523744360e-01
1.015899999999623788e+03	2.275830527572964002e-01
1.015999999999623697e+03	2.281862239193657160e-01
1.016099999999623606e+03	2.287763283197250530e-01
1.016199999999623515e+03	2.293534586638941164e-01
1.016299999999623424e+03	2.299177087202508574e-01
1.016399999999623333e+03	2.304691732599621901e-01
1.016499999999623242e+03	2.310079479988047524e-01
1.016599999999623151e+03	2.315341295405914934e-01
1.016699999999623060e+03	2.320478153221188222e-01
1.016799999999622969e+03	2.325491035598616918e-01
1.016899999999622878e+03	2.330380931980045034e-01
1.016999999999622787e+03	2.335148838543261718e-01
1.017099999999622696e+03	2.339795757525706676e-01
1.017199999999622605e+03	2.344322696258416272e-01
1.017299999999622514e+03	2.348730665796949779e-01
1.017399999999622423e+03	2.353020679149011585e-01
1.017499999999622332e+03	2.357193749222545875e-01
1.017599999999622241e+03	2.361250886694676865e-01
1.017699999999622150e+03	2.365193098020483831e-01
1.017799999999622059e+03	2.369021383755267607e-01
1.017899999999621969e+03	2.372736737299305787e-01
1.017999999999621878e+03	2.376340144101902752e-01
1.018099999999621787e+03	2.379832581304270889e-01
1.018199999999621696e+03	2.383215017762552179e-01
1.018299999999621605e+03	2.386488414372536226e-01
1.018399999999621514e+03	2.389653724614362318e-01
1.018499999999621423e+03	2.392711895240324793e-01
1.018599999999621332e+03	2.395663867040411787e-01
