Time	Vm
9.999999999996382485e+02	5.536196489768485662e-02
1.000099999999638158e+03	5.533582861328056879e-02
1.000199999999638067e+03	5.530970613618535481e-02
1.000299999999637976e+03	5.528365933631107509e-02
1.000399999999637885e+03	5.525790705124222768e-02
1.000499999999637794e+03	5.523299898499089977e-02
1.000599999999637703e+03	5.521003691056591833e-02
1.000699999999637612e+03	5.519089774655583369e-02
1.000799999999637521e+03	5.517840826493625173e-02
1.000899999999637430e+03	5.517643396255778043e-02
1.000999999999637339e+03	5.518986651244972563e-02
1.001099999999637248e+03	5.522451585274268382e-02
1.001199999999637157e+03	5.528692832895387710e-02
1.001299999999637066e+03	5.538415948051067517e-02
1.001399999999636975e+03	5.552353014351751881e-02
1.001499999999636884e+03	5.571238995989347131e-02
1.001599999999636793e+03	5.595790521493881897e-02
1.001699999999636702e+03	5.626688013332170613e-02
1.001799999999636611e+03	5.664561429260572822e-02
1.001899999999636520e+03	5.709979478214677329e-02
1.001999999999636429e+03	5.763442000642271523e-02
1.002099999999636339e+03	5.825375169690971688e-02
1.002199999999636248e+03	5.896129182927722923e-02
1.002299999999636157e+03	5.975978122393144076e-02
1.002399999999636066e+03	6.065121652737559543e-02
1.002499999999635975e+03	6.163688213817408723e-02
1.002599999999635884e+03	6.271739359364403299e-02
1.002699999999635793e+03	6.389274905305342145e-02
1.002799999999635702e+03	6.516238580536537484e-02
1.002899999999635611e+03	6.652523915001040677e-02
1.002999999999635520e+03	6.797980148567717151e-02
1.003099999999635429e+03	6.952417993615256364e-02
1.003199999999635338e+03	7.115615130091157425e-02
1.003299999999635247e+03	7.287321351606124153e-02
1.003399999999635156e+03	7.467263313827743332e-02
1.003499999999635065e+03	7.655148862015437317e-02
1.003599999999634974e+03	7.850670933760284242e-02
1.003699999999634883e+03	8.053511046627193082e-02
1.003799999999634792e+03	8.263342389757610817e-02
1.003899999999634701e+03	8.479832544234966463e-02
1.003999999999634611e+03	8.702645860304869530e-02
1.004099999999634520e+03	8.931445520839531582e-02
1.004199999999634429e+03	9.165895320475669905e-02
1.004299999999634338e+03	9.405661188928604588e-02
1.004399999999634247e+03	9.650412485579806798e-02
1.004499999999634156e+03	9.899823090579218388e-02
1.004599999999634065e+03	1.015357231579372410e-01
1.004699999999633974e+03	1.041134565686832048e-01
1.004799999999633883e+03	1.067283540571963840e-01
1.004899999999633792e+03	1.093774114087153748e-01
1.004999999999633701e+03	1.120577011121213218e-01
1.005099999999633610e+03	1.147663752713015128e-01
1.005199999999633519e+03	1.175006677143244360e-01
1.005299999999633428e+03	1.202578954104325248e-01
1.005399999999633337e+03	1.230354592922395796e-01
1.005499999999633246e+03	1.258308445692790656e-01
1.005599999999633155e+03	1.286416206084055602e-01
1.005699999999633064e+03	1.314654404476840455e-01
1.005799999999632973e+03	1.343000400021878704e-01
1.005899999999632882e+03	1.371432370126797196e-01
1.005999999999632792e+03	1.399929297817550378e-01
1.006099999999632701e+03	1.428470957363003890e-01
1.006199999999632610e+03	1.457037898501312156e-01
1.006299999999632519e+03	1.485611429558844065e-01
1.006399999999632428e+03	1.514173599716599483e-01
1.006499999999632337e+03	1.542707180640547904e-01
1.006599999999632246e+03	1.571195647664751505e-01
1.006699999999632155e+03	1.599623160687286827e-01
1.006799999999632064e+03	1.627974544915389288e-01
1.006899999999631973e+03	1.656235271576349533e-01
1.006999999999631882e+03	1.684391438691932308e-01
1.007099999999631791e+03	1.712429751998456595e-01
1.007199999999631700e+03	1.740337506081885977e-01
1.007299999999631609e+03	1.768102565782214697e-01
1.007399999999631518e+03	1.795713347915466329e-01
1.007499999999631427e+03	1.823158803349400614e-01
1.007599999999631336e+03	1.850428399460923856e-01
1.007699999999631245e+03	1.877512103000071875e-01
1.007799999999631154e+03	1.904400363376197447e-01
1.007899999999631063e+03	1.931084096377304604e-01
1.007999999999630973e+03	1.957554668331766834e-01
1.008099999999630882e+03	1.983803880715697687e-01
1.008199999999630791e+03	2.009823955207252766e-01
1.008299999999630700e+03	2.035607519186299896e-01
1.008399999999630609e+03	2.061147591675336344e-01
1.008499999999630518e+03	2.086437569718384566e-01
1.008599999999630427e+03	2.111471215188487349e-01
1.008699999999630336e+03	2.136242642017265325e-01
1.008799999999630245e+03	2.160746303837868254e-01
1.008899999999630154e+03	2.184976982031514581e-01
1.008999999999630063e+03	2.208929774167245341e-01
1.009099999999629972e+03	2.232600082825086929e-01
1.009199999999629881e+03	2.255983604790827712e-01
1.009299999999629790e+03	2.279076320612603013e-01
1.009399999999629699e+03	2.301874484507777652e-01
1.009499999999629608e+03	2.324374614609325818e-01
1.009599999999629517e+03	2.346573483540339566e-01
1.009699999999629426e+03	2.368468109307002578e-01
1.009799999999629335e+03	2.390055746497239397e-01
1.009899999999629244e+03	2.411333877777508405e-01
1.009999999999629154e+03	2.432300205675232974e-01
1.010099999999629063e+03	2.452952644638060065e-01
1.010199999999628972e+03	2.473289313359430253e-01
1.010299999999628881e+03	2.493308527362358973e-01
1.010399999999628790e+03	2.513008791830628752e-01
1.010499999999628699e+03	2.532388794680144883e-01
1.010599999999628608e+03	2.551447399860222731e-01
1.010699999999628517e+03	2.570183640878838105e-01
1.010799999999628426e+03	2.588596714541324673e-01
1.010899999999628335e+03	2.606685974896265634e-01
1.010999999999628244e+03	2.624450927381616339e-01
1.011099999999628153e+03	2.641891223162105007e-01
1.011199999999628062e+03	2.659006653653364083e-01
1.011299999999627971e+03	2.675797145223981488e-01
1.011399999999627880e+03	2.692262754071066411e-01
1.011499999999627789e+03	2.708403661261655770e-01
1.011599999999627698e+03	2.724220167934987558e-01
1.011699999999627607e+03	2.739712690659530381e-01
1.011799999999627516e+03	2.754881756940505966e-01
1.011899999999627425e+03	2.769728000870372853e-01
1.011999999999627335e+03	2.784252158920423881e-01
1.012099999999627244e+03	2.798455065865397273e-01
1.012199999999627153e+03	2.812337650839111802e-01
1.012299999999627062e+03	2.825900933515441693e-01
1.012399999999626971e+03	2.839146020410225901e-01
1.012499999999626880e+03	2.852074101301553810e-01
1.012599999999626789e+03	2.864686445762316680e-01
1.012699999999626698e+03	2.876984399802182679e-01
1.012799999999626607e+03	2.888969382617005976e-01
1.012899999999626516e+03	2.900642883439132902e-01
1.012999999999626425e+03	2.912006458487610416e-01
1.013099999999626334e+03	2.923061728014317850e-01
1.013199999999626243e+03	2.933810373442611308e-01
1.013299999999626152e+03	2.944254134595922778e-01
1.013399999999626061e+03	2.954394807013613899e-01
1.013499999999625970e+03	2.964234239350389544e-01
1.013599999999625879e+03	2.973774330857992254e-01
1.013699999999625788e+03	2.983017028945909033e-01
1.013799999999625697e+03	2.991964326817395659e-01
1.013899999999625607e+03	3.000618261180960644e-01
1.013999999999625516e+03	3.008980910033756118e-01
1.014099999999625425e+03	3.017054390513180806e-01
1.014199999999625334e+03	3.024840856817547774e-01
1.014299999999625243e+03	3.032342498191837876e-01
1.014399999999625152e+03	3.039561536975838862e-01
1.014499999999625061e+03	3.046500226715807003e-01
1.014599999999624970e+03	3.053160850333682674e-01
1.014699999999624879e+03	3.059545718356275756e-01
1.014799999999624788e+03	3.065657167198736488e-01
1.014899999999624697e+03	3.071497557504443421e-01
1.014999999999624606e+03	3.077069272536192557e-01
1.015099999999624515e+03	3.082374716619682431e-01
1.015199999999624424e+03	3.087416313636737186e-01
1.015299999999624333e+03	3.092196505566420228e-01
1.015399999999624242e+03	3.096717751073896352e-01
1.015499999999624151e+03	3.100982524144342278e-01
1.015599999999624060e+03	3.104993312761337165e-01
1.015699999999623969e+03	3.108752617628454118e-01
1.015799999999623878e+03	3.112262950932063177e-01
1.015899999999623788e+03	3.115526835145345785e-01
1.015999999999623697e+03	3.118546801871815433e-01
1.016099999999623606e+03	3.121325390726354954e-01
1.016199999999623515e+03	3.123865148253770485e-01
1.016299999999623424e+03	3.126168626883867319e-01
1.016399999999623333e+03	3.128238383921626564e-01
1.016499999999623242e+03	3.130076980570635214e-01
1.016599999999623151e+03	3.131686980990338043e-01
1.016699999999623060e+03	3.133070951385690250e-01
1.016799999999622969e+03	3.134231459127789776e-01
1.016899999999622878e+03	3.135171071904636619e-01
1.016999999999622787e+03	3.135892356901877065e-01
1.017099999999622696e+03	3.136397880012111727e-01
1.017199999999622605e+03	3.136690205071914761e-01
1.017299999999622514e+03	3.136771893126564237e-01
1.017399999999622423e+03	3.136645501720636275e-01
1.017499999999622332e+03	3.136313584213752392e-01
1.017599999999622241e+03	3.135778689122474816e-01
1.017699999999622150e+03	3.135043359485365499e-01
1.017799999999622059e+03	3.134110132251777259e-01
1.017899999999621969e+03	3.132981537693950713e-01
1.017999999999621878e+03	3.131660098840427509e-01
1.018099999999621787e+03	3.130148330932200906e-01
1.018199999999621696e+03	3.128448740898335245e-01
1.018299999999621605e+03	3.126563826854038552e-01
1.018399999999621514e+03	3.124496077616214507e-01
1.018499999999621423e+03	3.122247972240046465e-01
1.018599999999621332e+03	3.119821979573202952e-01
