Time	Vm
9.999999999996382485e+02	5.536196489768485662e-02
1.000099999999638158e+03	5.533582861328056879e-02
1.000199999999638067e+03	5.530971544337148771e-02
1.000299999999637976e+03	5.528374894646503890e-02
1.000399999999637885e+03	5.525836598886257889e-02
1.000499999999637794e+03	5.523466348456906871e-02
1.000599999999637703e+03	5.521483896391998769e-02
1.000699999999637612e+03	5.520263412431347660e-02
1.000799999999637521e+03	5.520368112978246700e-02
1.000899999999637430e+03	5.522567715149762080e-02
1.000999999999637339e+03	5.527835646077505771e-02
1.001099999999637248e+03	5.537327259870039597e-02
1.001199999999637157e+03	5.552343370813161982e-02
1.001299999999637066e+03	5.574284828530551295e-02
1.001399999999636975e+03	5.604603861112877894e-02
1.001499999999636884e+03	5.644756984693799495e-02
1.001599999999636793e+03	5.696162840001761651e-02
1.001699999999636702e+03	5.760166759955609450e-02
1.001799999999636611e+03	5.838012582808005391e-02
1.001899999999636520e+03	5.930821422418830480e-02
1.001999999999636429e+03	6.039576762643150687e-02
1.002099999999636339e+03	6.165115175900837130e-02
1.002199999999636248e+03	6.308121993217241652e-02
1.002299999999636157e+03	6.469131271339279010e-02
1.002399999999636066e+03	6.648529389804025413e-02
1.002499999999635975e+03	6.846561587887833866e-02
1.002599999999635884e+03	7.063340745465040982e-02
1.002699999999635793e+03	7.298857738534536566e-02
1.002799999999635702e+03	7.552992760415122575e-02
1.002899999999635611e+03	7.825527084668237876e-02
1.002999999999635520e+03	8.116154843264666852e-02
1.003099999999635429e+03	8.424494491957545961e-02
1.003199999999635338e+03	8.750099725948246032e-02
1.003299999999635247e+03	9.092469687703896852e-02
1.003399999999635156e+03	9.451058373363707688e-02
1.003499999999635065e+03	9.825283194611245108e-02
1.003599999999634974e+03	1.021453269054006796e-01
1.003699999999634883e+03	1.061817341084463351e-01
1.003799999999634792e+03	1.103555600976733331e-01
1.003899999999634701e+03	1.146602060141930224e-01
1.003999999999634611e+03	1.190890143329852435e-01
1.004099999999634520e+03	1.236353093717355023e-01
1.004199999999634429e+03	1.282924321641729648e-01
1.004299999999634338e+03	1.330537702685745671e-01
1.004399999999634247e+03	1.379127830526130083e-01
1.004499999999634156e+03	1.428630229585934330e-01
1.004599999999634065e+03	1.478981532132053189e-01
1.004699999999633974e+03	1.530119624055430450e-01
1.004799999999633883e+03	1.581983763170029533e-01
1.004899999999633792e+03	1.634514673483522529e-01
1.004999999999633701e+03	1.687654618535958662e-01
1.005099999999633610e+03	1.741347456564454887e-01
1.005199999999633519e+03	1.795538679952670691e-01
1.005299999999633428e+03	1.850175441136769905e-01
1.005399999999633337e+03	1.905206566895287779e-01
1.005499999999633246e+03	1.960582562716979282e-01
1.005599999999633155e+03	2.016255608740209482e-01
1.005699999999633064e+03	2.072179548574553110e-01
1.005799999999632973e+03	2.128309872151277204e-01
1.005899999999632882e+03	2.184603693607414243e-01
1.005999999999632792e+03	2.241019725077677549e-01
1.006099999999632701e+03	2.297518247155494464e-01
1.006199999999632610e+03	2.354061076686093656e-01
1.006299999999632519e+03	2.410611532460649187e-01
1.006399999999632428e+03	2.467134399309856008e-01
1.006499999999632337e+03	2.523595891017720305e-01
1.006599999999632246e+03	2.579963612425757447e-01
1.006699999999632155e+03	2.636206521033841454e-01
1.006799999999632064e+03	2.692294888368280681e-01
1.006899999999631973e+03	2.748200261337956363e-01
1.006999999999631882e+03	2.803895423770228490e-01
1.007099999999631791e+03	2.859354358283070496e-01
1.007199999999631700e+03	2.914552208625593721e-01
1.007299999999631609e+03	2.969465242594964138e-01
1.007399999999631518e+03	3.024070815616823893e-01
1.007499999999631427e+03	3.078347335058708722e-01
1.007599999999631336e+03	3.132274225332309925e-01
1.007699999999631245e+03	3.185831893825650241e-01
1.007799999999631154e+03	3.239001697696579640e-01
1.007899999999631063e+03	3.291765911547486212e-01
1.007999999999630973e+03	3.344107695994864571e-01
1.008099999999630882e+03	3.396011067140563000e-01
1.008199999999630791e+03	3.447460866943998781e-01
1.008299999999630700e+03	3.498442734490652128e-01
1.008399999999630609e+03	3.548943078149306984e-01
1.008499999999630518e+03	3.598949048605106782e-01
1.008599999999630427e+03	3.648448512755066986e-01
1.008699999999630336e+03	3.697430028447286077e-01
1.008799999999630245e+03	3.745882820047938822e-01
1.008899999999630154e+03	3.793796754813030248e-01
1.008999999999630063e+03	3.841162320047999401e-01
1.009099999999629972e+03	3.887970601029877571e-01
1.009199999999629881e+03	3.934213259672532104e-01
1.009299999999629790e+03	3.979882513911263686e-01
1.009399999999629699e+03	4.024971117786009245e-01
1.009499999999629608e+03	4.069472342198849901e-01
1.009599999999629517e+03	4.113379956325786679e-01
1.009699999999629426e+03	4.156688209659904487e-01
1.009799999999629335e+03	4.199391814664181766e-01
1.009899999999629244e+03	4.241485930013624284e-01
1.009999999999629154e+03	4.282966144407396314e-01
1.010099999999629063e+03	4.323828460926932848e-01
1.010199999999628972e+03	4.364069281926248323e-01
1.010299999999628881e+03	4.403685394430425504e-01
1.010399999999628790e+03	4.442673956027078930e-01
1.010499999999628699e+03	4.481032481232887221e-01
1.010599999999628608e+03	4.518758828315583287e-01
1.010699999999628517e+03	4.555851186559181087e-01
1.010799999999628426e+03	4.592308063951549002e-01
1.010899999999628335e+03	4.628128275284097981e-01
1.010999999999628244e+03	4.663310930643973506e-01
1.011099999999628153e+03	4.697855424288519544e-01
1.011199999999628062e+03	4.731761423885956219e-01
1.011299999999627971e+03	4.765028860109907782e-01
1.011399999999627880e+03	4.797657916574848969e-01
1.011499999999627789e+03	4.829649020101527412e-01
1.011599999999627698e+03	4.861002831298577576e-01
1.011699999999627607e+03	4.891720235451089138e-01
1.011799999999627516e+03	4.921802333704903276e-01
1.011899999999627425e+03	4.951250434534415490e-01
1.011999999999627335e+03	4.980066045488058535e-01
1.012099999999627244e+03	5.008250865197396706e-01
1.012199999999627153e+03	5.035806775644005029e-01
1.012299999999627062e+03	5.062735834673475210e-01
1.012399999999626971e+03	5.089040268749442930e-01
1.012499999999626880e+03	5.114722465938541518e-01
1.012599999999626789e+03	5.139784969118608160e-01
1.012699999999626698e+03	5.164230469403605639e-01
1.012799999999626607e+03	5.188061799777301530e-01
1.012899999999626516e+03	5.211281928928315210e-01
1.012999999999626425e+03	5.233893955281416766e-01
1.013099999999626334e+03	5.255901101217119731e-01
1.013199999999626243e+03	5.277306707474593850e-01
1.013299999999626152e+03	5.298114227731360870e-01
1.013399999999626061e+03	5.318327223354373245e-01
1.013499999999625970e+03	5.337949358316791404e-01
1.013599999999625879e+03	5.356984394275343675e-01
1.013699999999625788e+03	5.375436185803579292e-01
1.013799999999625697e+03	5.393308675775330130e-01
1.013899999999625607e+03	5.410605890894117920e-01
1.013999999999625516e+03	5.427331937364243686e-01
1.014099999999625425e+03	5.443490996698585604e-01
1.014199999999625334e+03	5.459087321659694680e-01
1.014299999999625243e+03	5.474125232329356550e-01
1.014399999999625152e+03	5.488609112302356152e-01
1.014499999999625061e+03	5.502543405002882082e-01
1.014599999999624970e+03	5.515932610116749402e-01
1.014699999999624879e+03	5.528781280138161947e-01
1.014799999999624788e+03	5.541094017027177188e-01
1.014899999999624697e+03	5.552875468973752504e-01
1.014999999999624606e+03	5.564130327266525455e-01
1.015099999999624515e+03	5.574863323261354253e-01
1.015199999999624424e+03	5.585079225448907891e-01
1.015299999999624333e+03	5.594782836617042676e-01
1.015399999999624242e+03	5.603978991104412444e-01
1.015499999999624151e+03	5.612672552145738791e-01
1.015599999999624060e+03	5.620868409301351676e-01
1.015699999999623969e+03	5.628571475973700444e-01
1.015799999999623878e+03	5.635786687004156192e-01
1.015899999999623788e+03	5.642518996349821236e-01
1.015999999999623697e+03	5.648773374838071959e-01
1.016099999999623606e+03	5.654554807995566534e-01
1.016199999999623515e+03	5.659868293951006990e-01
1.016299999999623424e+03	5.664718841407392347e-01
1.016399999999623333e+03	5.669111467684473382e-01
1.016499999999623242e+03	5.673051196827145759e-01
1.016599999999623151e+03	5.676543057779070978e-01
1.016699999999623060e+03	5.679592082619109306e-01
1.016799999999622969e+03	5.682203304859712034e-01
1.016899999999622878e+03	5.684381757803720348e-01
1.016999999999622787e+03	5.686132472960281348e-01
1.017099999999622696e+03	5.687460478515475870e-01
1.017199999999622605e+03	5.688370797859079175e-01
1.017299999999622514e+03	5.688868448163049152e-01
1.017399999999622423e+03	5.688958439012310464e-01
1.017499999999622332e+03	5.688645771085560909e-01
1.017599999999622241e+03	5.687935434884252572e-01
1.017699999999622150e+03	5.686832409509463560e-01
1.017799999999622059e+03	5.685341661483676035e-01
1.017899999999621969e+03	5.683468143618881641e-01
1.017999999999621878e+03	5.681216793926182618e-01
1.018099999999621787e+03	5.678592534568593919e-01
1.018199999999621696e+03	5.675600270854488372e-01
1.018299999999621605e+03	5.672244890270832229e-01
1.018399999999621514e+03	5.668531261554932144e-01
1.018499999999621423e+03	5.664464233803983007e-01
1.018599999999621332e+03	5.660048635620569257e-01
